x,y
90.0,0.03450178643636893
92.65822784810126,0.03482192641410222
95.31645569620252,0.035263931301972126
97.9746835443038,0.034002113752619766
100.63291139240506,0.03467032920884421
103.29113924050633,0.036339268487713294
105.9493670886076,0.03641600748521668
108.60759493670886,0.035487207816134805
111.26582278481013,0.03787382605336597
113.92405063291139,0.03489047560908783
116.58227848101265,0.035984126713895656
119.24050632911393,0.03623118557332023
121.89873417721519,0.03380185170871422
124.55696202531645,0.0386653769148819
127.21518987341773,0.03722709150821095
129.873417721519,0.035949081504168166
132.53164556962025,0.039177755721338456
135.18987341772151,0.037845155671058464
137.84810126582278,0.037821931203313106
140.50632911392404,0.03691831805749616
143.1645569620253,0.03776445057213648
145.82278481012656,0.036265458924276975
148.48101265822785,0.038719076727336245
151.13924050632912,0.03768252370647324
153.79746835443038,0.03832392161427615
156.45569620253164,0.03952483967232629
159.1139240506329,0.03874044431338071
161.7721518987342,0.03885107504039998
164.43037974683546,0.038998018292163955
167.08860759493672,0.038121158775851524
169.74683544303798,0.03982334649158617
172.40506329113924,0.04066361227536145
175.0632911392405,0.040011970217059954
177.72151898734177,0.04027098476383197
180.37974683544303,0.03864170582285397
183.0379746835443,0.038784111511304294
185.69620253164555,0.03834393410229044
188.35443037974682,0.04114997458981578
191.0126582278481,0.03979645304378504
193.67088607594937,0.04158338824627846
196.32911392405063,0.039534544013515735
198.9873417721519,0.04001185810577902
201.64556962025316,0.04067770356820392
204.30379746835445,0.04163663994207724
206.9620253164557,0.0409088514616223
209.62025316455697,0.04119213741323557
212.27848101265823,0.04113045161793853
214.9367088607595,0.041424023163313936
217.59493670886076,0.0402632768175583
220.25316455696202,0.04159358532882138
222.91139240506328,0.0414589906267417
225.56962025316454,0.04172165653177238
228.2278481012658,0.04240372896099994
230.8860759493671,0.04136362565645947
233.54430379746836,0.04209270716246879
236.20253164556962,0.04201276469950498
238.86075949367088,0.04286033997965841
241.51898734177215,0.043360720018104204
244.1772151898734,0.04175343549711999
246.83544303797467,0.04342768258300135
249.49367088607596,0.045040466864522635
252.15189873417722,0.041636438010876235
254.81012658227849,0.04241033443379882
257.46835443037975,0.04249284012167483
260.126582278481,0.043227231392380765
262.7848101265823,0.04526208959228312
265.44303797468353,0.04378550457508135
268.1012658227848,0.04321036969585202
270.75949367088606,0.04465977818784988
273.4177215189874,0.04357108154487852
276.0759493670886,0.045427209630376365
278.7341772151899,0.044741975901003504
281.3924050632911,0.04595839964953483
284.0506329113924,0.04404118740241661
286.70886075949363,0.047866300150346715
289.36708860759495,0.045792939055413207
292.0253164556962,0.045755845975371516
294.6835443037975,0.04518298876758221
297.34177215189874,0.044641491488460514
300.0,0.04463223132237642
